"","Year","Sport","Country","Gender","Event","Medal"
"1690",1988,"Athletics","MAR","Men","800M","Bronze"
"1691",1988,"Athletics","KEN","Men","800M","Gold"
"1692",1988,"Athletics","BRA","Men","800M","Silver"
"1693",1988,"Athletics","USA","Women","800M","Bronze"
"1694",1988,"Athletics","GER","Women","800M","Gold"
"1695",1988,"Athletics","GER","Women","800M","Silver"
"1696",1988,"Athletics","CAN","Men","Decathlon","Bronze"
"1697",1988,"Athletics","GER","Men","Decathlon","Gold"
"1698",1988,"Athletics","GER","Men","Decathlon","Silver"
"1699",1988,"Athletics","GER","Men","Discus Throw","Bronze"
"1700",1988,"Athletics","GER","Men","Discus Throw","Gold"
"1701",1988,"Athletics","URS","Men","Discus Throw","Silver"
"1702",1988,"Athletics","BUL","Women","Discus Throw","Bronze"
"1703",1988,"Athletics","GER","Women","Discus Throw","Gold"
"1704",1988,"Athletics","GER","Women","Discus Throw","Silver"
"1705",1988,"Athletics","URS","Men","Hammer Throw","Bronze"
"1706",1988,"Athletics","URS","Men","Hammer Throw","Gold"
"1707",1988,"Athletics","URS","Men","Hammer Throw","Silver"
"1708",1988,"Athletics","GER","Women","Heptathlon","Bronze"
"1709",1988,"Athletics","USA","Women","Heptathlon","Gold"
"1710",1988,"Athletics","GER","Women","Heptathlon","Silver"
"1712",1988,"Athletics","SWE","Men","High Jump","Bronze"
"1713",1988,"Athletics","URS","Men","High Jump","Gold"
"1714",1988,"Athletics","USA","Men","High Jump","Silver"
"1715",1988,"Athletics","URS","Women","High Jump","Bronze"
"1716",1988,"Athletics","USA","Women","High Jump","Gold"
"1717",1988,"Athletics","BUL","Women","High Jump","Silver"
"1718",1988,"Athletics","FIN","Men","Javelin Throw","Bronze"
"1719",1988,"Athletics","FIN","Men","Javelin Throw","Gold"
"1720",1988,"Athletics","GER","Women","Javelin Throw","Bronze"
"1721",1988,"Athletics","GER","Women","Javelin Throw","Gold"
"1722",1988,"Athletics","GBR","Women","Javelin Throw","Silver"
"1723",1988,"Athletics","USA","Men","Long Jump","Bronze"
"1724",1988,"Athletics","USA","Men","Long Jump","Gold"
"1725",1988,"Athletics","USA","Men","Long Jump","Silver"
"1726",1988,"Athletics","URS","Women","Long Jump","Bronze"
"1727",1988,"Athletics","USA","Women","Long Jump","Gold"
"1728",1988,"Athletics","GER","Women","Long Jump","Silver"
"1729",1988,"Athletics","DJI","Men","Marathon","Bronze"
"1730",1988,"Athletics","ITA","Men","Marathon","Gold"
"1731",1988,"Athletics","KEN","Men","Marathon","Silver"
"1732",1988,"Athletics","GER","Women","Marathon","Bronze"
"1733",1988,"Athletics","POR","Women","Marathon","Gold"
"1734",1988,"Athletics","AUS","Women","Marathon","Silver"
"1735",1988,"Athletics","URS","Men","Pole Vault","Bronze"
"1736",1988,"Athletics","URS","Men","Pole Vault","Gold"
"1737",1988,"Athletics","URS","Men","Pole Vault","Silver"
"1738",1988,"Athletics","SUI","Men","Shot Put","Bronze"
"1739",1988,"Athletics","GER","Men","Shot Put","Gold"
"1740",1988,"Athletics","USA","Men","Shot Put","Silver"
"1741",1988,"Athletics","CHN","Women","Shot Put","Bronze"
"1742",1988,"Athletics","URS","Women","Shot Put","Gold"
"1743",1988,"Athletics","GER","Women","Shot Put","Silver"
"1744",1988,"Athletics","URS","Men","Triple Jump","Bronze"
"1745",1988,"Athletics","BUL","Men","Triple Jump","Gold"
"1746",1988,"Athletics","URS","Men","Triple Jump","Silver"
"1758",1988,"Basketball","USA","Men","Basketball","Bronze"
"1770",1988,"Basketball","URS","Men","Basketball","Gold"
"1782",1988,"Basketball","URS","Women","Basketball","Bronze"
"1794",1988,"Basketball","USA","Women","Basketball","Gold"
"1795",1988,"Boxing","HUN","Men","- 48KG (Light-Flyweight)","Bronze"
"1796",1988,"Boxing","PHI","Men","- 48KG (Light-Flyweight)","Bronze"
"1797",1988,"Boxing","BUL","Men","- 48KG (Light-Flyweight)","Gold"
"1798",1988,"Boxing","USA","Men","- 48KG (Light-Flyweight)","Silver"
"1799",1988,"Boxing","URS","Men","+ 91KG (Super Heavyweight)","Bronze"
"1800",1988,"Boxing","POL","Men","+ 91KG (Super Heavyweight)","Bronze"
"1801",1988,"Boxing","CAN","Men","+ 91KG (Super Heavyweight)","Gold"
"1802",1988,"Boxing","USA","Men","+ 91KG (Super Heavyweight)","Silver"
"1803",1988,"Boxing","MEX","Men","48 - 51KG (Flyweight)","Bronze"
"1804",1988,"Boxing","URS","Men","48 - 51KG (Flyweight)","Bronze"
"1805",1988,"Boxing","KOR","Men","48 - 51KG (Flyweight)","Gold"
"1806",1988,"Boxing","GER","Men","48 - 51KG (Flyweight)","Silver"
"1807",1988,"Boxing","COL","Men","51 - 54KG (Bantamweight)","Bronze"
"1808",1988,"Boxing","THA","Men","51 - 54KG (Bantamweight)","Bronze"
"1809",1988,"Boxing","USA","Men","51 - 54KG (Bantamweight)","Gold"
"1810",1988,"Boxing","BUL","Men","51 - 54KG (Bantamweight)","Silver"
"1811",1988,"Boxing","MAR","Men","54 - 57KG (Featherweight)","Bronze"
"1812",1988,"Boxing","KOR","Men","54 - 57KG (Featherweight)","Bronze"
"1813",1988,"Boxing","ITA","Men","54 - 57KG (Featherweight)","Gold"
"1814",1988,"Boxing","ROU","Men","54 - 57KG (Featherweight)","Silver"
"1815",1988,"Boxing","USA","Men","57 - 60KG (Lightweight)","Bronze"
"1816",1988,"Boxing","MGL","Men","57 - 60KG (Lightweight)","Bronze"
"1817",1988,"Boxing","GER","Men","57 - 60KG (Lightweight)","Gold"
"1818",1988,"Boxing","SWE","Men","57 - 60KG (Lightweight)","Silver"
"1819",1988,"Boxing","GER","Men","60 - 63.5KG (Light-Welterweight)","Bronze"
"1820",1988,"Boxing","SWE","Men","60 - 63.5KG (Light-Welterweight)","Bronze"
"1821",1988,"Boxing","URS","Men","60 - 63.5KG (Light-Welterweight)","Gold"
"1822",1988,"Boxing","AUS","Men","60 - 63.5KG (Light-Welterweight)","Silver"
"1823",1988,"Boxing","POL","Men","63.5 - 67KG (Welterweight)","Bronze"
"1824",1988,"Boxing","USA","Men","63.5 - 67KG (Welterweight)","Bronze"
"1825",1988,"Boxing","KEN","Men","63.5 - 67KG (Welterweight)","Gold"
"1826",1988,"Boxing","FRA","Men","63.5 - 67KG (Welterweight)","Silver"
"1827",1988,"Boxing","CAN","Men","67 - 71KG (Light-Middleweight)","Bronze"
"1828",1988,"Boxing","GBR","Men","67 - 71KG (Light-Middleweight)","Bronze"
"1829",1988,"Boxing","KOR","Men","67 - 71KG (Light-Middleweight)","Gold"
"1830",1988,"Boxing","USA","Men","67 - 71KG (Light-Middleweight)","Silver"
"1831",1988,"Boxing","KEN","Men","71-75KG","Bronze"
"1832",1988,"Boxing","PAK","Men","71-75KG","Bronze"
"1833",1988,"Boxing","GER","Men","71-75KG","Gold"
"1834",1988,"Boxing","CAN","Men","71-75KG","Silver"
"1835",1988,"Boxing","POL","Men","75 - 81KG (Light-Heavyweight)","Bronze"
"1836",1988,"Boxing","USA","Men","75 - 81KG (Light-Heavyweight)","Gold"
"1837",1988,"Boxing","URS","Men","75 - 81KG (Light-Heavyweight)","Silver"
"1838",1988,"Boxing","POL","Men","81 - 91KG (Heavyweight)","Bronze"
"1839",1988,"Boxing","NED","Men","81 - 91KG (Heavyweight)","Bronze"
"1840",1988,"Boxing","USA","Men","81 - 91KG (Heavyweight)","Gold"
"1841",1988,"Boxing","KOR","Men","81 - 91KG (Heavyweight)","Silver"
"1842",1988,"Canoe / Kayak","BUL","Men","C-1 1000M (Canoe Single)","Bronze"
"1843",1988,"Canoe / Kayak","URS","Men","C-1 1000M (Canoe Single)","Gold"
"1844",1988,"Canoe / Kayak","GER","Men","C-1 1000M (Canoe Single)","Silver"
"1845",1988,"Canoe / Kayak","BUL","Men","C-1 500M (Canoe Single)","Bronze"
"1846",1988,"Canoe / Kayak","GER","Men","C-1 500M (Canoe Single)","Gold"
"1847",1988,"Canoe / Kayak","URS","Men","C-1 500M (Canoe Single)","Silver"
"1849",1988,"Canoe / Kayak","POL","Men","C-2 1000M (Canoe Double)","Bronze"
"1851",1988,"Canoe / Kayak","URS","Men","C-2 1000M (Canoe Double)","Gold"
"1853",1988,"Canoe / Kayak","GER","Men","C-2 1000M (Canoe Double)","Silver"
"1855",1988,"Canoe / Kayak","FRA","Men","C-2 500M (Canoe Double)","Bronze"
"1857",1988,"Canoe / Kayak","URS","Men","C-2 500M (Canoe Double)","Gold"
"1859",1988,"Canoe / Kayak","POL","Men","C-2 500M (Canoe Double)","Silver"
"1860",1988,"Canoe / Kayak","GER","Men","K-1 1000M (Kayak Single)","Bronze"
"1861",1988,"Canoe / Kayak","USA","Men","K-1 1000M (Kayak Single)","Gold"
"1862",1988,"Canoe / Kayak","AUS","Men","K-1 1000M (Kayak Single)","Silver"
"1863",1988,"Canoe / Kayak","NZL","Men","K-1 500M (Kayak Single)","Bronze"
"1864",1988,"Canoe / Kayak","HUN","Men","K-1 500M (Kayak Single)","Gold"
"1865",1988,"Canoe / Kayak","GER","Men","K-1 500M (Kayak Single)","Silver"
"1866",1988,"Canoe / Kayak","POL","Women","K-1 500M (Kayak Single)","Bronze"
"1867",1988,"Canoe / Kayak","BUL","Women","K-1 500M (Kayak Single)","Gold"
"1868",1988,"Canoe / Kayak","GER","Women","K-1 500M (Kayak Single)","Silver"
"1870",1988,"Canoe / Kayak","AUS","Men","K-2 1000M (Kayak Double)","Bronze"
"1872",1988,"Canoe / Kayak","USA","Men","K-2 1000M (Kayak Double)","Gold"
"1874",1988,"Canoe / Kayak","NZL","Men","K-2 1000M (Kayak Double)","Silver"
"1876",1988,"Canoe / Kayak","HUN","Men","K-2 500M (Kayak Double)","Bronze"
"1878",1988,"Canoe / Kayak","NZL","Men","K-2 500M (Kayak Double)","Gold"
"1880",1988,"Canoe / Kayak","URS","Men","K-2 500M (Kayak Double)","Silver"
"1882",1988,"Canoe / Kayak","NED","Women","K-2 500M (Kayak Double)","Bronze"
"1884",1988,"Canoe / Kayak","GER","Women","K-2 500M (Kayak Double)","Gold"
"1886",1988,"Canoe / Kayak","BUL","Women","K-2 500M (Kayak Double)","Silver"
"1890",1988,"Canoe / Kayak","GER","Men","K-4 1000M (Kayak Four)","Bronze"
"1894",1988,"Canoe / Kayak","HUN","Men","K-4 1000M (Kayak Four)","Gold"
"1898",1988,"Canoe / Kayak","URS","Men","K-4 1000M (Kayak Four)","Silver"
"1902",1988,"Canoe / Kayak","BUL","Women","K-4 500M (Kayak Four)","Bronze"
"1906",1988,"Canoe / Kayak","GER","Women","K-4 500M (Kayak Four)","Gold"
"1910",1988,"Canoe / Kayak","HUN","Women","K-4 500M (Kayak Four)","Silver"
"1911",1988,"Cycling","GER","Men","Individual Road Race","Bronze"
"1912",1988,"Cycling","GER","Men","Individual Road Race","Gold"
"1913",1988,"Cycling","GER","Men","Individual Road Race","Silver"
"1914",1988,"Cycling","URS","Women","Individual Road Race","Bronze"
"1915",1988,"Cycling","NED","Women","Individual Road Race","Gold"
"1916",1988,"Cycling","GER","Women","Individual Road Race","Silver"
"1920",1988,"Cycling","SWE","Men","Team Time Trial","Bronze"
"1924",1988,"Cycling","GER","Men","Team Time Trial","Gold"
"1928",1988,"Cycling","POL","Men","Team Time Trial","Silver"
"1929",1988,"Cycling","GER","Men","1KM Time Trial","Bronze"
"1930",1988,"Cycling","URS","Men","1KM Time Trial","Gold"
"1931",1988,"Cycling","AUS","Men","1KM Time Trial","Silver"
"1932",1988,"Cycling","GER","Men","Individual Pursuit","Bronze"
"1933",1988,"Cycling","URS","Men","Individual Pursuit","Gold"
"1934",1988,"Cycling","AUS","Men","Individual Pursuit","Silver"
"1935",1988,"Cycling","URS","Men","Points Race","Bronze"
"1936",1988,"Cycling","DEN","Men","Points Race","Gold"
"1937",1988,"Cycling","NED","Men","Points Race","Silver"
"1938",1988,"Cycling","USA","Women","Sprint","Bronze"
"1939",1988,"Cycling","URS","Women","Sprint","Gold"
"1940",1988,"Cycling","GER","Women","Sprint","Silver"
"1941",1988,"Cycling","AUS","Men","Sprint Indivual","Bronze"
"1942",1988,"Cycling","GER","Men","Sprint Indivual","Gold"
"1943",1988,"Cycling","URS","Men","Sprint Indivual","Silver"
"1947",1988,"Cycling","AUS","Men","Team Pursuit (4000M)","Bronze"
"1951",1988,"Cycling","URS","Men","Team Pursuit (4000M)","Gold"
"1955",1988,"Cycling","GER","Men","Team Pursuit (4000M)","Silver"
"1956",1988,"Equestrian","SUI","Women","Individual","Bronze"
"1957",1988,"Equestrian","GER","Women","Individual","Gold"
"1958",1988,"Equestrian","FRA","Women","Individual","Silver"
"1959",1988,"Equestrian","CAN","Men","Team","Bronze"
"1960",1988,"Equestrian","GER","Men","Team","Gold"
"1963",1988,"Equestrian","SUI","Men","Team","Silver"
"1966",1988,"Equestrian","CAN","Women","Team","Bronze"
"1969",1988,"Equestrian","GER","Women","Team","Gold"
"1970",1988,"Equestrian","SUI","Women","Team","Silver"
"1971",1988,"Equestrian","NZL","Men","Individual","Gold"
"1972",1988,"Equestrian","GBR","Men","Individual","Silver"
"1975",1988,"Equestrian","NZL","Men","Team","Bronze"
"1979",1988,"Equestrian","GER","Men","Team","Gold"
"1981",1988,"Equestrian","GBR","Men","Team","Silver"
"1983",1988,"Equestrian","NZL","Women","Team","Bronze"
"1985",1988,"Equestrian","GBR","Women","Team","Silver"
"1986",1988,"Equestrian","GER","Men","Individual","Bronze"
"1987",1988,"Equestrian","FRA","Men","Individual","Gold"
"1988",1988,"Equestrian","USA","Men","Individual","Silver"
"1992",1988,"Equestrian","FRA","Men","Team","Bronze"
"1996",1988,"Equestrian","GER","Men","Team","Gold"
"2000",1988,"Equestrian","USA","Women","Team","Silver"
"2001",1988,"Fencing","URS","Men","Ã‰pÃ©e Individual","Bronze"
"2002",1988,"Fencing","GER","Men","Ã‰pÃ©e Individual","Gold"
"2003",1988,"Fencing","FRA","Men","Ã‰pÃ©e Individual","Silver"
"2008",1988,"Fencing","URS","Men","Ã‰pÃ©e Team","Bronze"
"2013",1988,"Fencing","FRA","Men","Ã‰pÃ©e Team","Gold"
"2018",1988,"Fencing","GER","Men","Ã‰pÃ©e Team","Silver"
"2019",1988,"Fencing","URS","Men","Foil Individual","Bronze"
"2020",1988,"Fencing","ITA","Men","Foil Individual","Gold"
"2021",1988,"Fencing","GER","Men","Foil Individual","Silver"
"2022",1988,"Fencing","GER","Women","Foil Individual","Bronze"
"2023",1988,"Fencing","GER","Women","Foil Individual","Gold"
"2024",1988,"Fencing","GER","Women","Foil Individual","Silver"
"2029",1988,"Fencing","HUN","Men","Foil Team","Bronze"
"2034",1988,"Fencing","URS","Men","Foil Team","Gold"
"2039",1988,"Fencing","GER","Men","Foil Team","Silver"
"2044",1988,"Fencing","HUN","Women","Foil Team","Bronze"
"2049",1988,"Fencing","GER","Women","Foil Team","Gold"
"2054",1988,"Fencing","ITA","Women","Foil Team","Silver"
"2055",1988,"Fencing","ITA","Men","Sabre Individual","Bronze"
"2056",1988,"Fencing","FRA","Men","Sabre Individual","Gold"
"2057",1988,"Fencing","POL","Men","Sabre Individual","Silver"
"2062",1988,"Fencing","ITA","Men","Sabre Team","Bronze"
"2067",1988,"Fencing","HUN","Men","Sabre Team","Gold"
"2072",1988,"Fencing","URS","Men","Sabre Team","Silver"
"2092",1988,"Football","GER","Men","Football","Bronze"
"2112",1988,"Football","URS","Men","Football","Gold"
"2133",1988,"Football","BRA","Men","Football","Silver"
"2135",1988,"Gymnastics","ROU","Women","Balance Beam","Bronze"
"2136",1988,"Gymnastics","ROU","Women","Balance Beam","Gold"
"2137",1988,"Gymnastics","URS","Women","Balance Beam","Silver"
"2139",1988,"Gymnastics","CHN","Men","Floor Exercises","Bronze"
"2140",1988,"Gymnastics","URS","Men","Floor Exercises","Gold"
"2141",1988,"Gymnastics","URS","Men","Floor Exercises","Silver"
"2142",1988,"Gymnastics","BUL","Women","Floor Exercises","Bronze"
"2143",1988,"Gymnastics","ROU","Women","Floor Exercises","Gold"
"2144",1988,"Gymnastics","URS","Women","Floor Exercises","Silver"
"2146",1988,"Gymnastics","ROU","Men","Horizontal Bar","Bronze"
"2148",1988,"Gymnastics","URS","Men","Horizontal Bar","Gold"
"2149",1988,"Gymnastics","URS","Men","Individual All-Round","Bronze"
"2150",1988,"Gymnastics","URS","Men","Individual All-Round","Gold"
"2151",1988,"Gymnastics","URS","Men","Individual All-Round","Silver"
"2152",1988,"Gymnastics","URS","Women","Individual All-Round","Bronze"
"2153",1988,"Gymnastics","URS","Women","Individual All-Round","Gold"
"2154",1988,"Gymnastics","ROU","Women","Individual All-Round","Silver"
"2155",1988,"Gymnastics","GER","Men","Parallel Bars","Bronze"
"2156",1988,"Gymnastics","URS","Men","Parallel Bars","Gold"
"2157",1988,"Gymnastics","URS","Men","Parallel Bars","Silver"
"2160",1988,"Gymnastics","BUL","Men","Pommel Horse","Gold"
"2161",1988,"Gymnastics","GER","Men","Rings","Bronze"
"2163",1988,"Gymnastics","URS","Men","Rings","Gold"
"2169",1988,"Gymnastics","JPN","Men","Team Competition","Bronze"
"2175",1988,"Gymnastics","URS","Men","Team Competition","Gold"
"2181",1988,"Gymnastics","GER","Men","Team Competition","Silver"
"2187",1988,"Gymnastics","GER","Women","Team Competition","Bronze"
"2193",1988,"Gymnastics","URS","Women","Team Competition","Gold"
"2199",1988,"Gymnastics","ROU","Women","Team Competition","Silver"
"2200",1988,"Gymnastics","URS","Women","Uneven Bars","Bronze"
"2201",1988,"Gymnastics","ROU","Women","Uneven Bars","Gold"
"2202",1988,"Gymnastics","GER","Women","Uneven Bars","Silver"
"2203",1988,"Gymnastics","KOR","Men","Vault","Bronze"
"2204",1988,"Gymnastics","CHN","Men","Vault","Gold"
"2205",1988,"Gymnastics","GER","Men","Vault","Silver"
"2206",1988,"Gymnastics","ROU","Women","Vault","Bronze"
"2207",1988,"Gymnastics","URS","Women","Vault","Gold"
"2208",1988,"Gymnastics","ROU","Women","Vault","Silver"
"2209",1988,"Gymnastics","URS","Women","Individual All-Round","Bronze"
"2210",1988,"Gymnastics","URS","Women","Individual All-Round","Gold"
"2211",1988,"Gymnastics","BUL","Women","Individual All-Round","Silver"
"2225",1988,"Handball","URS","Men","Handball","Gold"
"2238",1988,"Handball","KOR","Men","Handball","Silver"
"2253",1988,"Handball","URS","Women","Handball","Bronze"
"2265",1988,"Handball","KOR","Women","Handball","Gold"
"2280",1988,"Handball","NOR","Women","Handball","Silver"
"2296",1988,"Hockey","NED","Men","Hockey","Bronze"
"2312",1988,"Hockey","GBR","Men","Hockey","Gold"
"2328",1988,"Hockey","GER","Men","Hockey","Silver"
"2344",1988,"Hockey","NED","Women","Hockey","Bronze"
"2360",1988,"Hockey","AUS","Women","Hockey","Gold"
"2376",1988,"Hockey","KOR","Women","Hockey","Silver"
"2377",1988,"Judo","JPN","Men","- 60 KG","Bronze"
"2378",1988,"Judo","URS","Men","- 60 KG","Bronze"
"2379",1988,"Judo","KOR","Men","- 60 KG","Gold"
"2380",1988,"Judo","USA","Men","- 60 KG","Silver"
"2381",1988,"Judo","KOR","Men","+ 95KG (Heavyweight)","Bronze"
"2382",1988,"Judo","URS","Men","+ 95KG (Heavyweight)","Bronze"
"2383",1988,"Judo","JPN","Men","+ 95KG (Heavyweight)","Gold"
"2384",1988,"Judo","GER","Men","+ 95KG (Heavyweight)","Silver"
"2385",1988,"Judo","FRA","Men","60 - 65KG (Half-Lightweight)","Bronze"
"2386",1988,"Judo","JPN","Men","60 - 65KG (Half-Lightweight)","Bronze"
"2387",1988,"Judo","KOR","Men","60 - 65KG (Half-Lightweight)","Gold"
"2388",1988,"Judo","POL","Men","60 - 65KG (Half-Lightweight)","Silver"
"2389",1988,"Judo","USA","Men","65 - 71KG (Lightweight)","Bronze"
"2390",1988,"Judo","URS","Men","65 - 71KG (Lightweight)","Bronze"
"2391",1988,"Judo","FRA","Men","65 - 71KG (Lightweight)","Gold"
"2392",1988,"Judo","GER","Men","65 - 71KG (Lightweight)","Silver"
"2393",1988,"Judo","GER","Men","71 - 78KG (Half-Middleweight)","Bronze"
"2394",1988,"Judo","URS","Men","71 - 78KG (Half-Middleweight)","Bronze"
"2395",1988,"Judo","POL","Men","71 - 78KG (Half-Middleweight)","Gold"
"2396",1988,"Judo","GER","Men","71 - 78KG (Half-Middleweight)","Silver"
"2397",1988,"Judo","JPN","Men","78 - 86KG (Middleweight)","Bronze"
"2398",1988,"Judo","NED","Men","78 - 86KG (Middleweight)","Bronze"
"2399",1988,"Judo","AUT","Men","78 - 86KG (Middleweight)","Gold"
"2400",1988,"Judo","URS","Men","78 - 86KG (Middleweight)","Silver"
"2401",1988,"Judo","GBR","Men","86 - 95KG (Half-Heavyweight)","Bronze"
"2402",1988,"Judo","BEL","Men","86 - 95KG (Half-Heavyweight)","Bronze"
"2403",1988,"Judo","BRA","Men","86 - 95KG (Half-Heavyweight)","Gold"
"2404",1988,"Judo","GER","Men","86 - 95KG (Half-Heavyweight)","Silver"
"2405",1988,"Modern Pentathlon","URS","Men","Individual Competition","Bronze"
"2406",1988,"Modern Pentathlon","HUN","Men","Individual Competition","Gold"
"2407",1988,"Modern Pentathlon","ITA","Men","Individual Competition","Silver"
"2410",1988,"Modern Pentathlon","GBR","Men","Team Competition","Bronze"
"2413",1988,"Modern Pentathlon","HUN","Men","Team Competition","Gold"
"2416",1988,"Modern Pentathlon","ITA","Men","Team Competition","Silver"
"2418",1988,"Rowing","GBR","Men","Coxless Pair (2-)","Gold"
"2420",1988,"Rowing","ROU","Men","Coxless Pair (2-)","Silver"
"2422",1988,"Rowing","URS","Men","Double Sculls (2X)","Bronze"
"2424",1988,"Rowing","NED","Men","Double Sculls (2X)","Gold"
"2426",1988,"Rowing","SUI","Men","Double Sculls (2X)","Silver"
"2428",1988,"Rowing","BUL","Women","Double Sculls (2X)","Bronze"
"2430",1988,"Rowing","GER","Women","Double Sculls (2X)","Gold"
"2432",1988,"Rowing","ROU","Women","Double Sculls (2X)","Silver"
"2441",1988,"Rowing","USA","Men","Eight With Coxswain (8+)","Bronze"
"2450",1988,"Rowing","GER","Men","Eight With Coxswain (8+)","Gold"
"2459",1988,"Rowing","URS","Men","Eight With Coxswain (8+)","Silver"
"2468",1988,"Rowing","CHN","Women","Eight With Coxswain (8+)","Bronze"
"2477",1988,"Rowing","GER","Women","Eight With Coxswain (8+)","Gold"
"2486",1988,"Rowing","ROU","Women","Eight With Coxswain (8+)","Silver"
"2490",1988,"Rowing","GER","Men","Four Without Coxswain (4-)","Bronze"
"2494",1988,"Rowing","GER","Men","Four Without Coxswain (4-)","Gold"
"2498",1988,"Rowing","USA","Men","Four Without Coxswain (4-)","Silver"
"2503",1988,"Rowing","NZL","Men","Four-Oared Shell With Coxswain (4-)","Bronze"
"2508",1988,"Rowing","GER","Men","Four-Oared Shell With Coxswain (4-)","Gold"
"2513",1988,"Rowing","ROU","Men","Four-Oared Shell With Coxswain (4-)","Silver"
"2518",1988,"Rowing","ROU","Women","Four-Oared Shell With Coxswain (4-)","Bronze"
"2523",1988,"Rowing","GER","Women","Four-Oared Shell With Coxswain (4-)","Gold"
"2528",1988,"Rowing","CHN","Women","Four-Oared Shell With Coxswain (4-)","Silver"
"2530",1988,"Rowing","NZL","Women","Pair Without Coxswain (2-)","Bronze"
"2532",1988,"Rowing","ROU","Women","Pair Without Coxswain (2-)","Gold"
"2534",1988,"Rowing","BUL","Women","Pair Without Coxswain (2-)","Silver"
"2537",1988,"Rowing","GBR","Men","Pair-Oared Shell With Coxswain (2+)","Bronze"
"2540",1988,"Rowing","ITA","Men","Pair-Oared Shell With Coxswain (2+)","Gold"
"2543",1988,"Rowing","GER","Men","Pair-Oared Shell With Coxswain (2+)","Silver"
"2547",1988,"Rowing","GER","Men","Quadruple Sculls Without Coxswain (4X)","Bronze"
"2551",1988,"Rowing","ITA","Men","Quadruple Sculls Without Coxswain (4X)","Gold"
"2555",1988,"Rowing","NOR","Men","Quadruple Sculls Without Coxswain (4X)","Silver"
"2559",1988,"Rowing","ROU","Women","Quadruple Sculls Without Coxswain (4X)","Bronze"
"2563",1988,"Rowing","GER","Women","Quadruple Sculls Without Coxswain (4X)","Gold"
"2567",1988,"Rowing","URS","Women","Quadruple Sculls Without Coxswain (4X)","Silver"
"2568",1988,"Rowing","NZL","Men","Single Sculls (1X)","Bronze"
"2569",1988,"Rowing","GER","Men","Single Sculls (1X)","Gold"
"2570",1988,"Rowing","GER","Men","Single Sculls (1X)","Silver"
"2571",1988,"Rowing","BUL","Women","Single Sculls (1X)","Bronze"
"2572",1988,"Rowing","GER","Women","Single Sculls (1X)","Gold"
"2573",1988,"Rowing","USA","Women","Single Sculls (1X)","Silver"
"2575",1988,"Sailing","USA","Men","470 - Two Person Dinghy","Bronze"
"2577",1988,"Sailing","FRA","Men","470 - Two Person Dinghy","Gold"
"2579",1988,"Sailing","URS","Men","470 - Two Person Dinghy","Silver"
"2581",1988,"Sailing","URS","Women","470 - Two Person Dinghy","Bronze"
"2583",1988,"Sailing","USA","Women","470 - Two Person Dinghy","Gold"
"2585",1988,"Sailing","SWE","Women","470 - Two Person Dinghy","Silver"
"2586",1988,"Sailing","USA","Men","Board (Division Ii)","Bronze"
"2587",1988,"Sailing","NZL","Men","Board (Division Ii)","Gold"
"2588",1988,"Sailing","AHO","Men","Board (Division Ii)","Silver"
"2591",1988,"Sailing","DEN","Men","Fleet/Match Race Keelboat Open (Soling)","Bronze"
"2594",1988,"Sailing","GER","Men","Fleet/Match Race Keelboat Open (Soling)","Gold"
"2597",1988,"Sailing","USA","Men","Fleet/Match Race Keelboat Open (Soling)","Silver"
"2599",1988,"Sailing","CAN","Men","Flying Dutchman","Bronze"
"2601",1988,"Sailing","DEN","Men","Flying Dutchman","Gold"
"2603",1988,"Sailing","NOR","Men","Flying Dutchman","Silver"
"2604",1988,"Sailing","NZL","Men","Single-Handed Dinghy (Finn)","Bronze"
"2605",1988,"Sailing","ESP","Men","Single-Handed Dinghy (Finn)","Gold"
"2606",1988,"Sailing","ISV","Men","Single-Handed Dinghy (Finn)","Silver"
"2608",1988,"Sailing","BRA","Men","Tornado - Multihull","Bronze"
"2610",1988,"Sailing","FRA","Men","Tornado - Multihull","Gold"
"2612",1988,"Sailing","NZL","Men","Tornado - Multihull","Silver"
"2614",1988,"Sailing","BRA","Men","Two-Person Keelboat Open (Star)","Bronze"
"2616",1988,"Sailing","GBR","Men","Two-Person Keelboat Open (Star)","Gold"
"2618",1988,"Sailing","USA","Men","Two-Person Keelboat Open (Star)","Silver"
"2619",1988,"Shooting","URS","Women","10M Air Pistol (40 Shots)","Bronze"
"2620",1988,"Shooting","URS","Women","10M Air Pistol (40 Shots)","Silver"
"2621",1988,"Shooting","CHN","Men","10M Air Pistol (60 Shots)","Bronze"
"2622",1988,"Shooting","BUL","Men","10M Air Pistol (60 Shots)","Gold"
"2623",1988,"Shooting","USA","Men","10M Air Pistol (60 Shots)","Silver"
"2624",1988,"Shooting","URS","Women","10M Air Rifle (40 Shots)","Bronze"
"2625",1988,"Shooting","URS","Women","10M Air Rifle (40 Shots)","Gold"
"2626",1988,"Shooting","GER","Women","10M Air Rifle (40 Shots)","Silver"
"2627",1988,"Shooting","GER","Men","10M Air Rifle (60 Shots)","Bronze"
"2628",1988,"Shooting","FRA","Men","10M Air Rifle (60 Shots)","Silver"
"2629",1988,"Shooting","URS","Women","25M Pistol (30+30 Shots)","Gold"
"2630",1988,"Shooting","JPN","Women","25M Pistol (30+30 Shots)","Silver"
"2631",1988,"Shooting","HUN","Men","25M Rapid Fire Pistol (60 Shots)","Bronze"
"2632",1988,"Shooting","URS","Men","25M Rapid Fire Pistol (60 Shots)","Gold"
