"","Year","Sport","Country","Gender","Event","Medal"
"11004",2008,"Basketball","ARG","Men","Basketball","Bronze"
"11016",2008,"Basketball","USA","Men","Basketball","Gold"
"11028",2008,"Basketball","ESP","Men","Basketball","Silver"
"11040",2008,"Basketball","RUS","Women","Basketball","Bronze"
"11052",2008,"Basketball","USA","Women","Basketball","Gold"
"11064",2008,"Basketball","AUS","Women","Basketball","Silver"
"11065",2008,"Boxing","UKR","Men","+ 91KG (Super Heavyweight)","Bronze"
"11066",2008,"Boxing","GBR","Men","+ 91KG (Super Heavyweight)","Bronze"
"11067",2008,"Boxing","ITA","Men","+ 91KG (Super Heavyweight)","Gold"
"11068",2008,"Boxing","CHN","Men","+ 91KG (Super Heavyweight)","Silver"
"11069",2008,"Boxing","RUS","Men","48 - 51KG (Flyweight)","Bronze"
"11070",2008,"Boxing","ITA","Men","48 - 51KG (Flyweight)","Bronze"
"11071",2008,"Boxing","THA","Men","48 - 51KG (Flyweight)","Gold"
"11072",2008,"Boxing","CUB","Men","48 - 51KG (Flyweight)","Silver"
"11073",2008,"Boxing","IRL","Men","48KG (Light Flywieght)","Bronze"
"11074",2008,"Boxing","CUB","Men","48KG (Light Flywieght)","Bronze"
"11075",2008,"Boxing","CHN","Men","48KG (Light Flywieght)","Gold"
"11076",2008,"Boxing","MGL","Men","48KG (Light Flywieght)","Silver"
"11077",2008,"Boxing","MDA","Men","51 - 54KG (Bantamweight)","Bronze"
"11078",2008,"Boxing","MRI","Men","51 - 54KG (Bantamweight)","Bronze"
"11079",2008,"Boxing","MGL","Men","51 - 54KG (Bantamweight)","Gold"
"11080",2008,"Boxing","CUB","Men","51 - 54KG (Bantamweight)","Silver"
"11081",2008,"Boxing","AZE","Men","54 - 57KG (Featherweight)","Bronze"
"11082",2008,"Boxing","TUR","Men","54 - 57KG (Featherweight)","Bronze"
"11083",2008,"Boxing","UKR","Men","54 - 57KG (Featherweight)","Gold"
"11084",2008,"Boxing","FRA","Men","54 - 57KG (Featherweight)","Silver"
"11085",2008,"Boxing","ARM","Men","57 - 60KG (Lightweight)","Bronze"
"11086",2008,"Boxing","CUB","Men","57 - 60KG (Lightweight)","Bronze"
"11087",2008,"Boxing","RUS","Men","57 - 60KG (Lightweight)","Gold"
"11088",2008,"Boxing","FRA","Men","57 - 60KG (Lightweight)","Silver"
"11089",2008,"Boxing","CUB","Men","60 - 64 KG","Bronze"
"11090",2008,"Boxing","FRA","Men","60 - 64 KG","Bronze"
"11091",2008,"Boxing","DOM","Men","60 - 64 KG","Gold"
"11092",2008,"Boxing","THA","Men","60 - 64 KG","Silver"
"11093",2008,"Boxing","CHN","Men","64 - 69 KG","Bronze"
"11094",2008,"Boxing","KOR","Men","64 - 69 KG","Bronze"
"11095",2008,"Boxing","KAZ","Men","64 - 69 KG","Gold"
"11096",2008,"Boxing","CUB","Men","64 - 69 KG","Silver"
"11097",2008,"Boxing","IND","Men","69 - 75 KG","Bronze"
"11098",2008,"Boxing","IRL","Men","69 - 75 KG","Bronze"
"11099",2008,"Boxing","GBR","Men","69 - 75 KG","Gold"
"11100",2008,"Boxing","CUB","Men","69 - 75 KG","Silver"
"11101",2008,"Boxing","GBR","Men","75 - 81KG (Light-Heavyweight)","Bronze"
"11102",2008,"Boxing","KAZ","Men","75 - 81KG (Light-Heavyweight)","Bronze"
"11103",2008,"Boxing","CHN","Men","75 - 81KG (Light-Heavyweight)","Gold"
"11104",2008,"Boxing","IRL","Men","75 - 81KG (Light-Heavyweight)","Silver"
"11105",2008,"Boxing","CUB","Men","81 - 91KG (Heavyweight)","Bronze"
"11106",2008,"Boxing","USA","Men","81 - 91KG (Heavyweight)","Bronze"
"11107",2008,"Boxing","RUS","Men","81 - 91KG (Heavyweight)","Gold"
"11108",2008,"Boxing","ITA","Men","81 - 91KG (Heavyweight)","Silver"
"11109",2008,"Canoe / Kayak","CAN","Men","C-1 1000M (Canoe Single)","Bronze"
"11110",2008,"Canoe / Kayak","HUN","Men","C-1 1000M (Canoe Single)","Gold"
"11111",2008,"Canoe / Kayak","ESP","Men","C-1 1000M (Canoe Single)","Silver"
"11112",2008,"Canoe / Kayak","UKR","Men","C-1 500M (Canoe Single)","Bronze"
"11113",2008,"Canoe / Kayak","RUS","Men","C-1 500M (Canoe Single)","Gold"
"11114",2008,"Canoe / Kayak","ESP","Men","C-1 500M (Canoe Single)","Silver"
"11116",2008,"Canoe / Kayak","HUN","Men","C-2 1000M (Canoe Double)","Bronze"
"11118",2008,"Canoe / Kayak","BLR","Men","C-2 1000M (Canoe Double)","Gold"
"11120",2008,"Canoe / Kayak","GER","Men","C-2 1000M (Canoe Double)","Silver"
"11122",2008,"Canoe / Kayak","GER","Men","C-2 500M (Canoe Double)","Bronze"
"11124",2008,"Canoe / Kayak","CHN","Men","C-2 500M (Canoe Double)","Gold"
"11126",2008,"Canoe / Kayak","RUS","Men","C-2 500M (Canoe Double)","Silver"
"11127",2008,"Canoe / Kayak","AUS","Men","K-1 1000M (Kayak Single)","Bronze"
"11128",2008,"Canoe / Kayak","GBR","Men","K-1 1000M (Kayak Single)","Gold"
"11129",2008,"Canoe / Kayak","NOR","Men","K-1 1000M (Kayak Single)","Silver"
"11130",2008,"Canoe / Kayak","GBR","Men","K-1 500M (Kayak Single)","Bronze"
"11131",2008,"Canoe / Kayak","AUS","Men","K-1 500M (Kayak Single)","Gold"
"11132",2008,"Canoe / Kayak","CAN","Men","K-1 500M (Kayak Single)","Silver"
"11133",2008,"Canoe / Kayak","GER","Women","K-1 500M (Kayak Single)","Bronze"
"11134",2008,"Canoe / Kayak","UKR","Women","K-1 500M (Kayak Single)","Gold"
"11135",2008,"Canoe / Kayak","ITA","Women","K-1 500M (Kayak Single)","Silver"
"11137",2008,"Canoe / Kayak","ITA","Men","K-2 1000M (Kayak Double)","Bronze"
"11139",2008,"Canoe / Kayak","GER","Men","K-2 1000M (Kayak Double)","Gold"
"11141",2008,"Canoe / Kayak","DEN","Men","K-2 1000M (Kayak Double)","Silver"
"11143",2008,"Canoe / Kayak","BLR","Men","K-2 500M (Kayak Double)","Bronze"
"11145",2008,"Canoe / Kayak","ESP","Men","K-2 500M (Kayak Double)","Gold"
"11147",2008,"Canoe / Kayak","GER","Men","K-2 500M (Kayak Double)","Silver"
"11149",2008,"Canoe / Kayak","FRA","Women","K-2 500M (Kayak Double)","Bronze"
"11151",2008,"Canoe / Kayak","HUN","Women","K-2 500M (Kayak Double)","Gold"
"11153",2008,"Canoe / Kayak","POL","Women","K-2 500M (Kayak Double)","Silver"
"11157",2008,"Canoe / Kayak","GER","Men","K-4 1000M (Kayak Four)","Bronze"
"11161",2008,"Canoe / Kayak","BLR","Men","K-4 1000M (Kayak Four)","Gold"
"11165",2008,"Canoe / Kayak","SVK","Men","K-4 1000M (Kayak Four)","Silver"
"11169",2008,"Canoe / Kayak","AUS","Women","K-4 500M (Kayak Four)","Bronze"
"11173",2008,"Canoe / Kayak","GER","Women","K-4 500M (Kayak Four)","Gold"
"11177",2008,"Canoe / Kayak","HUN","Women","K-4 500M (Kayak Four)","Silver"
"11178",2008,"Canoe / Kayak","AUS","Men","C-1 (Canoe Single)","Bronze"
"11179",2008,"Canoe / Kayak","SVK","Men","C-1 (Canoe Single)","Gold"
"11180",2008,"Canoe / Kayak","GBR","Men","C-1 (Canoe Single)","Silver"
"11182",2008,"Canoe / Kayak","RUS","Men","C-2 (Canoe Double)","Bronze"
"11184",2008,"Canoe / Kayak","SVK","Men","C-2 (Canoe Double)","Gold"
"11186",2008,"Canoe / Kayak","CZE","Men","C-2 (Canoe Double)","Silver"
"11187",2008,"Canoe / Kayak","TOG","Men","K-1 (Kayak Single)","Bronze"
"11188",2008,"Canoe / Kayak","GER","Men","K-1 (Kayak Single)","Gold"
"11189",2008,"Canoe / Kayak","FRA","Men","K-1 (Kayak Single)","Silver"
"11190",2008,"Canoe / Kayak","AUT","Women","K-1 (Kayak Single)","Bronze"
"11191",2008,"Canoe / Kayak","SVK","Women","K-1 (Kayak Single)","Gold"
"11192",2008,"Canoe / Kayak","AUS","Women","K-1 (Kayak Single)","Silver"
"11193",2008,"Cycling","USA","Men","Individual","Bronze"
"11194",2008,"Cycling","LAT","Men","Individual","Gold"
"11195",2008,"Cycling","USA","Men","Individual","Silver"
"11196",2008,"Cycling","USA","Women","Individual","Bronze"
"11197",2008,"Cycling","FRA","Women","Individual","Gold"
"11198",2008,"Cycling","FRA","Women","Individual","Silver"
"11199",2008,"Cycling","SUI","Men","Individual Road Race","Bronze"
"11200",2008,"Cycling","ESP","Men","Individual Road Race","Gold"
"11201",2008,"Cycling","ITA","Women","Individual Road Race","Bronze"
"11202",2008,"Cycling","GBR","Women","Individual Road Race","Gold"
"11203",2008,"Cycling","SWE","Women","Individual Road Race","Silver"
"11204",2008,"Cycling","USA","Men","Individual Time Trial","Bronze"
"11205",2008,"Cycling","SUI","Men","Individual Time Trial","Gold"
"11206",2008,"Cycling","SWE","Men","Individual Time Trial","Silver"
"11207",2008,"Cycling","SUI","Women","Individual Time Trial","Bronze"
"11208",2008,"Cycling","USA","Women","Individual Time Trial","Gold"
"11209",2008,"Cycling","GBR","Women","Individual Time Trial","Silver"
"11210",2008,"Cycling","GBR","Men","Individual Pursuit","Bronze"
"11211",2008,"Cycling","GBR","Men","Individual Pursuit","Gold"
"11212",2008,"Cycling","NZL","Men","Individual Pursuit","Silver"
"11213",2008,"Cycling","UKR","Women","Individual Pursuit","Bronze"
"11214",2008,"Cycling","GBR","Women","Individual Pursuit","Gold"
"11215",2008,"Cycling","GBR","Women","Individual Pursuit","Silver"
"11216",2008,"Cycling","JPN","Men","Keirin","Bronze"
"11217",2008,"Cycling","GBR","Men","Keirin","Gold"
"11218",2008,"Cycling","GBR","Men","Keirin","Silver"
"11220",2008,"Cycling","RUS","Men","Madison","Bronze"
"11222",2008,"Cycling","ARG","Men","Madison","Gold"
"11224",2008,"Cycling","ESP","Men","Madison","Silver"
"11225",2008,"Cycling","GBR","Men","Points Race","Bronze"
"11226",2008,"Cycling","ESP","Men","Points Race","Gold"
"11227",2008,"Cycling","GER","Men","Points Race","Silver"
"11228",2008,"Cycling","ESP","Women","Points Race","Bronze"
"11229",2008,"Cycling","NED","Women","Points Race","Gold"
"11230",2008,"Cycling","CUB","Women","Points Race","Silver"
"11231",2008,"Cycling","CHN","Women","Sprint","Bronze"
"11232",2008,"Cycling","GBR","Women","Sprint","Gold"
"11233",2008,"Cycling","AUS","Women","Sprint","Silver"
"11234",2008,"Cycling","FRA","Men","Sprint Indivual","Bronze"
"11235",2008,"Cycling","GBR","Men","Sprint Indivual","Gold"
"11236",2008,"Cycling","GBR","Men","Sprint Indivual","Silver"
"11240",2008,"Cycling","NZL","Men","Team Pursuit (4000M)","Bronze"
"11244",2008,"Cycling","GBR","Men","Team Pursuit (4000M)","Gold"
"11248",2008,"Cycling","DEN","Men","Team Pursuit (4000M)","Silver"
"11251",2008,"Cycling","GER","Men","Team Sprint","Bronze"
"11254",2008,"Cycling","GBR","Men","Team Sprint","Gold"
"11257",2008,"Cycling","FRA","Men","Team Sprint","Silver"
"11258",2008,"Cycling","SUI","Men","Cross-Country","Bronze"
"11259",2008,"Cycling","FRA","Men","Cross-Country","Gold"
"11260",2008,"Cycling","FRA","Men","Cross-Country","Silver"
"11261",2008,"Cycling","RUS","Women","Cross-Country","Bronze"
"11262",2008,"Cycling","GER","Women","Cross-Country","Gold"
"11263",2008,"Cycling","POL","Women","Cross-Country","Silver"
"11264",2008,"Equestrian","GER","Women","Individual","Bronze"
"11265",2008,"Equestrian","NED","Women","Individual","Gold"
"11266",2008,"Equestrian","GER","Women","Individual","Silver"
"11267",2008,"Equestrian","DEN","Men","Team","Bronze"
"11268",2008,"Equestrian","NED","Men","Team","Silver"
"11270",2008,"Equestrian","DEN","Women","Team","Bronze"
"11273",2008,"Equestrian","GER","Women","Team","Gold"
"11275",2008,"Equestrian","NED","Women","Team","Silver"
"11276",2008,"Equestrian","GER","Men","Individual","Gold"
"11277",2008,"Equestrian","GBR","Women","Individual","Bronze"
"11278",2008,"Equestrian","USA","Women","Individual","Silver"
"11279",2008,"Equestrian","GBR","Men","Team","Bronze"
"11283",2008,"Equestrian","GER","Men","Team","Gold"
"11285",2008,"Equestrian","AUS","Men","Team","Silver"
"11289",2008,"Equestrian","GBR","Women","Team","Bronze"
"11290",2008,"Equestrian","GER","Women","Team","Gold"
"11293",2008,"Equestrian","AUS","Women","Team","Silver"
"11294",2008,"Equestrian","CAN","Men","Individual","Gold"
"11295",2008,"Equestrian","SWE","Men","Individual","Silver"
"11299",2008,"Equestrian","SUI","Men","Team","Bronze"
"11301",2008,"Equestrian","USA","Men","Team","Gold"
"11304",2008,"Equestrian","CAN","Men","Team","Silver"
"11305",2008,"Equestrian","SUI","Women","Team","Bronze"
"11307",2008,"Equestrian","USA","Women","Team","Gold"
"11308",2008,"Equestrian","CAN","Women","Team","Silver"
"11309",2008,"Fencing","ESP","Men","Ã‰pÃ©e Individual","Bronze"
"11310",2008,"Fencing","ITA","Men","Ã‰pÃ©e Individual","Gold"
"11311",2008,"Fencing","FRA","Men","Ã‰pÃ©e Individual","Silver"
"11312",2008,"Fencing","HUN","Women","Ã‰pÃ©e Individual","Bronze"
"11313",2008,"Fencing","GER","Women","Ã‰pÃ©e Individual","Gold"
"11314",2008,"Fencing","ROU","Women","Ã‰pÃ©e Individual","Silver"
"11318",2008,"Fencing","ITA","Men","Ã‰pÃ©e Team","Bronze"
"11321",2008,"Fencing","FRA","Men","Ã‰pÃ©e Team","Gold"
"11325",2008,"Fencing","POL","Men","Ã‰pÃ©e Team","Silver"
"11326",2008,"Fencing","ITA","Men","Foil Individual","Bronze"
"11327",2008,"Fencing","GER","Men","Foil Individual","Gold"
"11328",2008,"Fencing","JPN","Men","Foil Individual","Silver"
"11329",2008,"Fencing","ITA","Women","Foil Individual","Bronze"
"11330",2008,"Fencing","ITA","Women","Foil Individual","Gold"
"11331",2008,"Fencing","KOR","Women","Foil Individual","Silver"
"11335",2008,"Fencing","ITA","Women","Foil Team","Bronze"
"11339",2008,"Fencing","RUS","Women","Foil Team","Gold"
"11342",2008,"Fencing","USA","Women","Foil Team","Silver"
"11343",2008,"Fencing","ROU","Men","Sabre Individual","Bronze"
"11344",2008,"Fencing","CHN","Men","Sabre Individual","Gold"
"11345",2008,"Fencing","FRA","Men","Sabre Individual","Silver"
"11346",2008,"Fencing","USA","Women","Sabre Individual","Bronze"
"11347",2008,"Fencing","USA","Women","Sabre Individual","Gold"
"11348",2008,"Fencing","USA","Women","Sabre Individual","Silver"
"11352",2008,"Fencing","ITA","Men","Sabre Team","Bronze"
"11355",2008,"Fencing","FRA","Men","Sabre Team","Gold"
"11359",2008,"Fencing","USA","Men","Sabre Team","Silver"
"11362",2008,"Fencing","USA","Women","Sabre Team","Bronze"
"11366",2008,"Fencing","UKR","Women","Sabre Team","Gold"
"11370",2008,"Fencing","CHN","Women","Sabre Team","Silver"
"11388",2008,"Football","BRA","Men","Football","Bronze"
"11406",2008,"Football","ARG","Men","Football","Gold"
"11424",2008,"Football","NGR","Men","Football","Silver"
"11442",2008,"Football","GER","Women","Football","Bronze"
"11460",2008,"Football","USA","Women","Football","Gold"
"11478",2008,"Football","BRA","Women","Football","Silver"
"11479",2008,"Gymnastics","CHN","Women","Balance Beam","Bronze"
"11480",2008,"Gymnastics","USA","Women","Balance Beam","Gold"
"11481",2008,"Gymnastics","USA","Women","Balance Beam","Silver"
"11482",2008,"Gymnastics","RUS","Men","Floor Exercises","Bronze"
"11483",2008,"Gymnastics","CHN","Men","Floor Exercises","Gold"
"11484",2008,"Gymnastics","ESP","Men","Floor Exercises","Silver"
"11485",2008,"Gymnastics","USA","Women","Floor Exercises","Bronze"
"11486",2008,"Gymnastics","ROU","Women","Floor Exercises","Gold"
"11487",2008,"Gymnastics","USA","Women","Floor Exercises","Silver"
"11488",2008,"Gymnastics","GER","Men","Horizontal Bar","Bronze"
"11489",2008,"Gymnastics","CHN","Men","Horizontal Bar","Gold"
"11490",2008,"Gymnastics","USA","Men","Horizontal Bar","Silver"
"11491",2008,"Gymnastics","FRA","Men","Individual All-Round","Bronze"
"11492",2008,"Gymnastics","CHN","Men","Individual All-Round","Gold"
"11493",2008,"Gymnastics","JPN","Men","Individual All-Round","Silver"
"11494",2008,"Gymnastics","CHN","Women","Individual All-Round","Bronze"
"11495",2008,"Gymnastics","USA","Women","Individual All-Round","Gold"
"11496",2008,"Gymnastics","USA","Women","Individual All-Round","Silver"
"11497",2008,"Gymnastics","UZB","Men","Parallel Bars","Bronze"
"11498",2008,"Gymnastics","CHN","Men","Parallel Bars","Gold"
"11499",2008,"Gymnastics","KOR","Men","Parallel Bars","Silver"
"11500",2008,"Gymnastics","GBR","Men","Pommel Horse","Bronze"
"11501",2008,"Gymnastics","CHN","Men","Pommel Horse","Gold"
"11502",2008,"Gymnastics","CRO","Men","Pommel Horse","Silver"
"11503",2008,"Gymnastics","UKR","Men","Rings","Bronze"
"11504",2008,"Gymnastics","CHN","Men","Rings","Gold"
"11505",2008,"Gymnastics","CHN","Men","Rings","Silver"
"11511",2008,"Gymnastics","USA","Men","Team Competition","Bronze"
"11517",2008,"Gymnastics","CHN","Men","Team Competition","Gold"
"11523",2008,"Gymnastics","JPN","Men","Team Competition","Silver"
"11529",2008,"Gymnastics","ROU","Women","Team Competition","Bronze"
"11535",2008,"Gymnastics","CHN","Women","Team Competition","Gold"
"11541",2008,"Gymnastics","USA","Women","Team Competition","Silver"
"11542",2008,"Gymnastics","CHN","Women","Uneven Bars","Bronze"
"11543",2008,"Gymnastics","CHN","Women","Uneven Bars","Gold"
"11544",2008,"Gymnastics","USA","Women","Uneven Bars","Silver"
"11545",2008,"Gymnastics","RUS","Men","Vault","Bronze"
"11546",2008,"Gymnastics","POL","Men","Vault","Gold"
"11547",2008,"Gymnastics","FRA","Men","Vault","Silver"
"11548",2008,"Gymnastics","CHN","Women","Vault","Bronze"
"11549",2008,"Gymnastics","PRK","Women","Vault","Gold"
"11550",2008,"Gymnastics","GER","Women","Vault","Silver"
"11556",2008,"Gymnastics","BLR","Women","Group Competition","Bronze"
"11562",2008,"Gymnastics","RUS","Women","Group Competition","Gold"
"11568",2008,"Gymnastics","CHN","Women","Group Competition","Silver"
"11569",2008,"Gymnastics","UKR","Women","Individual All-Round","Bronze"
"11570",2008,"Gymnastics","RUS","Women","Individual All-Round","Gold"
"11571",2008,"Gymnastics","BLR","Women","Individual All-Round","Silver"
"11572",2008,"Gymnastics","CHN","Men","Individual","Bronze"
"11573",2008,"Gymnastics","CHN","Men","Individual","Gold"
"11574",2008,"Gymnastics","CAN","Men","Individual","Silver"
"11575",2008,"Gymnastics","UZB","Women","Individual","Bronze"
"11576",2008,"Gymnastics","CHN","Women","Individual","Gold"
"11577",2008,"Gymnastics","CAN","Women","Individual","Silver"
"11591",2008,"Handball","ESP","Men","Handball","Bronze"
"11606",2008,"Handball","FRA","Men","Handball","Gold"
"11620",2008,"Handball","ISL","Men","Handball","Silver"
"11634",2008,"Handball","KOR","Women","Handball","Bronze"
"11648",2008,"Handball","NOR","Women","Handball","Gold"
"11662",2008,"Handball","RUS","Women","Handball","Silver"
"11679",2008,"Hockey","AUS","Men","Hockey","Bronze"
"11696",2008,"Hockey","GER","Men","Hockey","Gold"
"11712",2008,"Hockey","ESP","Men","Hockey","Silver"
"11728",2008,"Hockey","ARG","Women","Hockey","Bronze"
"11744",2008,"Hockey","NED","Women","Hockey","Gold"
"11760",2008,"Hockey","CHN","Women","Hockey","Silver"
"11761",2008,"Judo","ARG","Women","- 48 KG","Bronze"
"11762",2008,"Judo","JPN","Women","- 48 KG","Bronze"
"11763",2008,"Judo","ROU","Women","- 48 KG","Gold"
"11764",2008,"Judo","CUB","Women","- 48 KG","Silver"
"11765",2008,"Judo","NED","Men","- 60 KG","Bronze"
"11766",2008,"Judo","UZB","Men","- 60 KG","Bronze"
"11767",2008,"Judo","KOR","Men","- 60 KG","Gold"
"11768",2008,"Judo","AUT","Men","- 60 KG","Silver"
"11769",2008,"Judo","CUB","Men","+ 100KG (Heavyweight)","Bronze"
"11770",2008,"Judo","FRA","Men","+ 100KG (Heavyweight)","Bronze"
"11771",2008,"Judo","JPN","Men","+ 100KG (Heavyweight)","Gold"
"11772",2008,"Judo","UZB","Men","+ 100KG (Heavyweight)","Silver"
"11773",2008,"Judo","CUB","Women","+ 78KG (Heavyweight)","Bronze"
"11774",2008,"Judo","SLO","Women","+ 78KG (Heavyweight)","Bronze"
"11775",2008,"Judo","CHN","Women","+ 78KG (Heavyweight)","Gold"
"11776",2008,"Judo","JPN","Women","+ 78KG (Heavyweight)","Silver"
"11777",2008,"Judo","ALG","Women","48 - 52KG (Half-Lightweight)","Bronze"
"11778",2008,"Judo","JPN","Women","48 - 52KG (Half-Lightweight)","Bronze"
"11779",2008,"Judo","CHN","Women","48 - 52KG (Half-Lightweight)","Gold"
"11780",2008,"Judo","PRK","Women","48 - 52KG (Half-Lightweight)","Silver"
"11781",2008,"Judo","BRA","Women","52 - 57KG (Lightweight)","Bronze"
"11782",2008,"Judo","CHN","Women","52 - 57KG (Lightweight)","Bronze"
"11783",2008,"Judo","ITA","Women","52 - 57KG (Lightweight)","Gold"
"11784",2008,"Judo","NED","Women","52 - 57KG (Lightweight)","Silver"
"11785",2008,"Judo","NED","Women","57 - 63KG (Half-Middleweight)","Bronze"
"11786",2008,"Judo","PRK","Women","57 - 63KG (Half-Middleweight)","Bronze"
"11787",2008,"Judo","JPN","Women","57 - 63KG (Half-Middleweight)","Gold"
"11788",2008,"Judo","FRA","Women","57 - 63KG (Half-Middleweight)","Silver"
"11789",2008,"Judo","CUB","Men","60 - 66KG (Half-Lightweight)","Bronze"
"11790",2008,"Judo","PRK","Men","60 - 66KG (Half-Lightweight)","Bronze"
"11791",2008,"Judo","JPN","Men","60 - 66KG (Half-Lightweight)","Gold"
"11792",2008,"Judo","FRA","Men","60 - 66KG (Half-Lightweight)","Silver"
"11793",2008,"Judo","NED","Women","63 - 70KG (Middleweight)","Bronze"
"11794",2008,"Judo","USA","Women","63 - 70KG (Middleweight)","Bronze"
"11795",2008,"Judo","JPN","Women","63 - 70KG (Middleweight)","Gold"
"11796",2008,"Judo","CUB","Women","63 - 70KG (Middleweight)","Silver"
"11797",2008,"Judo","TJK","Men","66 - 73KG (Lightweight)","Bronze"
"11798",2008,"Judo","BRA","Men","66 - 73KG (Lightweight)","Bronze"
"11799",2008,"Judo","AZE","Men","66 - 73KG (Lightweight)","Gold"
"11800",2008,"Judo","KOR","Men","66 - 73KG (Lightweight)","Silver"
"11801",2008,"Judo","KOR","Women","70 - 78KG (Half-Heavyweight)","Bronze"
"11802",2008,"Judo","FRA","Women","70 - 78KG (Half-Heavyweight)","Bronze"
"11803",2008,"Judo","CHN","Women","70 - 78KG (Half-Heavyweight)","Gold"
"11804",2008,"Judo","CUB","Women","70 - 78KG (Half-Heavyweight)","Silver"
"11805",2008,"Judo","BRA","Men","73 - 81KG (Half-Middleweight)","Bronze"
"11806",2008,"Judo","UKR","Men","73 - 81KG (Half-Middleweight)","Bronze"
"11807",2008,"Judo","GER","Men","73 - 81KG (Half-Middleweight)","Gold"
"11808",2008,"Judo","KOR","Men","73 - 81KG (Half-Middleweight)","Silver"
"11809",2008,"Judo","SUI","Men","81 - 90KG (Middleweight)","Bronze"
"11810",2008,"Judo","EGY","Men","81 - 90KG (Middleweight)","Bronze"
"11811",2008,"Judo","GEO","Men","81 - 90KG (Middleweight)","Gold"
"11812",2008,"Judo","ALG","Men","81 - 90KG (Middleweight)","Silver"
"11813",2008,"Judo","NED","Men","90 - 100KG (Half-Heavyweight)","Bronze"
"11814",2008,"Judo","AZE","Men","90 - 100KG (Half-Heavyweight)","Bronze"
"11815",2008,"Judo","MGL","Men","90 - 100KG (Half-Heavyweight)","Gold"
"11816",2008,"Judo","KAZ","Men","90 - 100KG (Half-Heavyweight)","Silver"
"11817",2008,"Modern Pentathlon","LTU","Men","Individual Competition","Bronze"
"11818",2008,"Modern Pentathlon","RUS","Men","Individual Competition","Gold"
"11819",2008,"Modern Pentathlon","LTU","Men","Individual Competition","Silver"
"11820",2008,"Modern Pentathlon","UKR","Women","Individual Competition","Bronze"
"11821",2008,"Modern Pentathlon","GER","Women","Individual Competition","Gold"
"11822",2008,"Modern Pentathlon","GBR","Women","Individual Competition","Silver"
"11824",2008,"Rowing","NZL","Men","Coxless Pair (2-)","Bronze"
"11826",2008,"Rowing","AUS","Men","Coxless Pair (2-)","Gold"
"11828",2008,"Rowing","CAN","Men","Coxless Pair (2-)","Silver"
"11830",2008,"Rowing","GBR","Men","Double Sculls (2X)","Bronze"
"11832",2008,"Rowing","AUS","Men","Double Sculls (2X)","Gold"
"11834",2008,"Rowing","EST","Men","Double Sculls (2X)","Silver"
"11836",2008,"Rowing","GBR","Women","Double Sculls (2X)","Bronze"
"11838",2008,"Rowing","NZL","Women","Double Sculls (2X)","Gold"
"11840",2008,"Rowing","GER","Women","Double Sculls (2X)","Silver"
"11849",2008,"Rowing","USA","Men","Eight With Coxswain (8+)","Bronze"
"11858",2008,"Rowing","CAN","Men","Eight With Coxswain (8+)","Gold"
"11867",2008,"Rowing","GBR","Men","Eight With Coxswain (8+)","Silver"
"11876",2008,"Rowing","ROU","Women","Eight With Coxswain (8+)","Bronze"
"11885",2008,"Rowing","USA","Women","Eight With Coxswain (8+)","Gold"
"11894",2008,"Rowing","NED","Women","Eight With Coxswain (8+)","Silver"
"11898",2008,"Rowing","FRA","Men","Four Without Coxswain (4-)","Bronze"
"11902",2008,"Rowing","GBR","Men","Four Without Coxswain (4-)","Gold"
"11906",2008,"Rowing","AUS","Men","Four Without Coxswain (4-)","Silver"
"11910",2008,"Rowing","CAN","Men","Lightweight Coxless Four (4-)","Bronze"
"11914",2008,"Rowing","DEN","Men","Lightweight Coxless Four (4-)","Gold"
"11918",2008,"Rowing","POL","Men","Lightweight Coxless Four (4-)","Silver"
"11920",2008,"Rowing","DEN","Men","Lightweight Double Sculls (2X)","Bronze"
"11922",2008,"Rowing","GBR","Men","Lightweight Double Sculls (2X)","Gold"
"11924",2008,"Rowing","GRE","Men","Lightweight Double Sculls (2X)","Silver"
"11926",2008,"Rowing","CAN","Women","Lightweight Double Sculls (2X)","Bronze"
"11928",2008,"Rowing","NED","Women","Lightweight Double Sculls (2X)","Gold"
"11930",2008,"Rowing","FIN","Women","Lightweight Double Sculls (2X)","Silver"
"11932",2008,"Rowing","BLR","Women","Pair Without Coxswain (2-)","Bronze"
"11934",2008,"Rowing","ROU","Women","Pair Without Coxswain (2-)","Gold"
"11936",2008,"Rowing","CHN","Women","Pair Without Coxswain (2-)","Silver"
"11940",2008,"Rowing","FRA","Men","Quadruple Sculls Without Coxswain (4X)","Bronze"
"11944",2008,"Rowing","POL","Men","Quadruple Sculls Without Coxswain (4X)","Gold"
"11948",2008,"Rowing","ITA","Men","Quadruple Sculls Without Coxswain (4X)","Silver"
"11952",2008,"Rowing","GER","Women","Quadruple Sculls Without Coxswain (4X)","Bronze"
"11956",2008,"Rowing","CHN","Women","Quadruple Sculls Without Coxswain (4X)","Gold"
"11960",2008,"Rowing","GBR","Women","Quadruple Sculls Without Coxswain (4X)","Silver"
"11961",2008,"Rowing","NZL","Men","Single Sculls (1X)","Bronze"
"11962",2008,"Rowing","NOR","Men","Single Sculls (1X)","Gold"
"11963",2008,"Rowing","CZE","Men","Single Sculls (1X)","Silver"
"11964",2008,"Rowing","BLR","Women","Single Sculls (1X)","Bronze"
"11965",2008,"Rowing","BUL","Women","Single Sculls (1X)","Gold"
"11966",2008,"Rowing","USA","Women","Single Sculls (1X)","Silver"
